date,기업은행
2023-10-10,0.09295
2023-10-11,0.0841633333333333
2023-10-12,0.1975433333333333
2023-10-13,0.2330633333333333
2023-10-14,-0.0046699999999999
2023-10-15,0.1378433333333333
2023-10-16,0.1521933333333333
2023-10-17,0.1610366666666666
2023-10-18,0.0819433333333333
2023-10-19,0.2050033333333333
2023-10-20,0.2087966666666667
2023-10-21,0.0588133333333333
2023-10-22,0.30045
2023-10-23,0.07765
2023-10-24,0.0742799999999999
2023-10-25,0.15967
2023-10-26,0.2936199999999999
2023-10-27,0.2907466666666666
2023-10-28,0.1156266666666666
2023-10-29,0.0060566666666666
